cardId,name,cardType,life,cost,power,attributes,traits,counter,colors,images,effectText,triggerText,rarity,set
EB01-032,Army Wolves,CHARACTER,,5,7000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""Impel Down"", ""value"": ""Impel Down""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-032.png?250701"", ""alt"": ""Army Wolves"", ""localPath"": ""EB01-032.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",,C,EB01 - Memorial Collection
EB01-033,Blueno,CHARACTER,,4,5000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Water Seven"", ""value"": ""Water Seven""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-033.png?250701"", ""alt"": ""Blueno"", ""localPath"": ""EB01-033.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] DON!! \u22121 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader has the {Water Seven} type, play up to 1 {Water Seven} type Character card with a cost of 5 other than [Blueno] from your hand or trash.""}]}]",,R,EB01 - Memorial Collection
EB01-034,Ms. Wednesday,CHARACTER,,3,4000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Baroque Works"", ""value"": ""Baroque Works""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-034.png?250701"", ""alt"": ""Ms. Wednesday"", ""localPath"": ""EB01-034.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Your Opponent's Attack] [Once Per Turn] DON!! \u22121 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader's type includes \""Baroque Works\"", add up to 1 DON!! card from your DON!! deck and set it as active.""}]}]",,SR,EB01 - Memorial Collection
EB01-034_p1,Ms. Wednesday,CHARACTER,,3,4000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Baroque Works"", ""value"": ""Baroque Works""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-034_p1.png?250701"", ""alt"": ""Ms. Wednesday"", ""localPath"": ""EB01-034_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Your Opponent's Attack] [Once Per Turn] DON!! \u22121 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader's type includes \""Baroque Works\"", add up to 1 DON!! card from your DON!! deck and set it as active.""}]}]",,SR,EB01 - Memorial Collection
EB01-035,Ms. Monday,CHARACTER,,3,5000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Baroque Works"", ""value"": ""Baroque Works""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-035.png?250701"", ""alt"": ""Ms. Monday"", ""localPath"": ""EB01-035.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] If your Leader's type includes \""Baroque Works\"", up to 1 of your Leader or Character cards gains +1000 power during this turn.""}]}]",DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play this card.,C,EB01 - Memorial Collection
EB01-036,Minochihuahua,CHARACTER,,4,5000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Impel Down"", ""value"": ""Impel Down""}, {""name"": ""Jailer Beast"", ""value"": ""Jailer Beast""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-036.png?250701"", ""alt"": ""Minochihuahua"", ""localPath"": ""EB01-036.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Rush] (This card can attack on the turn in which it is played.)[On K.O.] If your Leader has the {Impel Down} type, add up to 1 DON!! card from your DON!! deck and rest it.""}]}]",,C,EB01 - Memorial Collection
EB01-037,Mr. 9,CHARACTER,,3,4000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Baroque Works"", ""value"": ""Baroque Works""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-037.png?250701"", ""alt"": ""Mr. 9"", ""localPath"": ""EB01-037.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Your Opponent's Attack] [Once Per Turn] DON!! \u22121 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 2 or less.""}]}]",,C,EB01 - Memorial Collection
EB01-038,Oh Come My Way,EVENT,,1,-,[],"[{""name"": ""Baroque Works"", ""value"": ""Baroque Works""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-038.png?250701"", ""alt"": ""Oh Come My Way"", ""localPath"": ""EB01-038.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Counter] DON!! \u22121 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader's type includes \""Baroque Works\"", select 1 of your Characters. Change the attack target to the selected Character.""}]}]",DON!! −1: Draw 2 cards.,C,EB01 - Memorial Collection
EB01-039,Conquerer of Three Worlds Ragnaraku,EVENT,,5,-,[],"[{""name"": ""The Four Emperors"", ""value"": ""The Four Emperors""}, {""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-039.png?250701"", ""alt"": ""Conquerer of Three Worlds Ragnaraku"", ""localPath"": ""EB01-039.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Main] DON!! \u22121 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 8 or less.""}]}]",Add up to 1 DON!! card from your DON!! deck and set it as active.,R,EB01 - Memorial Collection
EB01-040,Kyros,LEADER,4,,5000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Dressrosa"", ""value"": ""Dressrosa""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}, {""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-040.png?250701"", ""alt"": ""Kyros"", ""localPath"": ""EB01-040.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] [Once Per Turn] You may turn 1 card from the top of your Life cards face-up: K.O. up to 1 of your opponent's Characters with a cost of 0.""}]}]",,L,EB01 - Memorial Collection
EB01-040_p1,Kyros,LEADER,4,,5000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Dressrosa"", ""value"": ""Dressrosa""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}, {""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-040_p1.png?250701"", ""alt"": ""Kyros"", ""localPath"": ""EB01-040_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] [Once Per Turn] You may turn 1 card from the top of your Life cards face-up: K.O. up to 1 of your opponent's Characters with a cost of 0.""}]}]",,L,EB01 - Memorial Collection
EB01-041,Crocus,CHARACTER,,6,8000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Former Roger Pirates"", ""value"": ""Former Roger Pirates""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-041.png?250701"", ""alt"": ""Crocus"", ""localPath"": ""EB01-041.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",,C,EB01 - Memorial Collection
EB01-042,Scarlet,CHARACTER,,2,-,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Dressrosa"", ""value"": ""Dressrosa""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-042.png?250701"", ""alt"": ""Scarlet"", ""localPath"": ""EB01-042.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] You may trash this Character: Play up to 1 {Dressrosa} type Character card with a cost of 3 or less other than [Scarlet] from your hand rested. Then, give up to 1 of your opponent's Characters \u22122 cost during this turn.""}]}]",,R,EB01 - Memorial Collection
EB01-043,Spandine,CHARACTER,,3,2000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""CP9"", ""value"": ""CP9""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-043.png?250701"", ""alt"": ""Spandine"", ""localPath"": ""EB01-043.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] You may place 3 cards with a type including \""CP\"" from your trash at the bottom of your deck in any order: Play up to 1 Character card with a type including \""CP\"" and a cost of 4 or less other than [Spandine] from your trash rested.""}]}]",,R,EB01 - Memorial Collection
EB01-044,Funkfreed,CHARACTER,,1,1000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""CP9"", ""value"": ""CP9""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-044.png?250701"", ""alt"": ""Funkfreed"", ""localPath"": ""EB01-044.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] You may rest this Character: Up to 1 of your [Spandam] Characters gains +3000 power during this turn.""}]}]",,C,EB01 - Memorial Collection
EB01-045,Brook,CHARACTER,,3,4000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Rumbar Pirates"", ""value"": ""Rumbar Pirates""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-045.png?250701"", ""alt"": ""Brook"", ""localPath"": ""EB01-045.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] If your opponent has a Character with a cost of 0, this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)""}]}]",,C,EB01 - Memorial Collection
EB01-046,Brook,CHARACTER,,3,4000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-046.png?250701"", ""alt"": ""Brook"", ""localPath"": ""EB01-046.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play]/[When Attacking] Give up to 1 of your opponent's Characters \u22121 cost during this turn. Then, K.O. up to 1 of your opponent's Characters with a cost of 0.""}]}]",,SR,EB01 - Memorial Collection
EB01-046_p1,Brook,CHARACTER,,3,4000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-046_p1.png?250701"", ""alt"": ""Brook"", ""localPath"": ""EB01-046_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play]/[When Attacking] Give up to 1 of your opponent's Characters \u22121 cost during this turn. Then, K.O. up to 1 of your opponent's Characters with a cost of 0.""}]}]",,SR,EB01 - Memorial Collection
EB01-047,Laboon,CHARACTER,,2,4000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal"", ""value"": ""Animal""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-047.png?250701"", ""alt"": ""Laboon"", ""localPath"": ""EB01-047.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Once Per Turn] When a Character is K.O.'d, draw 1 card and trash 1 card from your hand.""}]}]",,C,EB01 - Memorial Collection
EB01-048,Laboon,CHARACTER,,4,5000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal"", ""value"": ""Animal""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-048.png?250701"", ""alt"": ""Laboon"", ""localPath"": ""EB01-048.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] You may rest this Character: Give up to 1 of your opponent's Characters \u22124 cost during this turn.""}]}]",,SR,EB01 - Memorial Collection
EB01-048_p1,Laboon,CHARACTER,,4,5000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal"", ""value"": ""Animal""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-048_p1.png?250701"", ""alt"": ""Laboon"", ""localPath"": ""EB01-048_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] You may rest this Character: Give up to 1 of your opponent's Characters \u22124 cost during this turn.""}]}]",,SR,EB01 - Memorial Collection
EB01-049,T-Bone,CHARACTER,,5,5000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Water Seven"", ""value"": ""Water Seven""}, {""name"": ""Navy"", ""value"": ""Navy""}]",2000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-049.png?250701"", ""alt"": ""T-Bone"", ""localPath"": ""EB01-049.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] K.O. up to 1 of your opponent's Characters with a cost of 2 or less.""}]}]",,R,EB01 - Memorial Collection
EB01-049_p1,T-Bone,CHARACTER,,5,5000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Water Seven"", ""value"": ""Water Seven""}, {""name"": ""Navy"", ""value"": ""Navy""}]",2000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-049_p1.png?250701"", ""alt"": ""T-Bone"", ""localPath"": ""EB01-049_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] K.O. up to 1 of your opponent's Characters with a cost of 2 or less.""}]}]",,R,EB01 - Memorial Collection
EB01-050,...I Want to Live!!,EVENT,,3,-,[],"[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-050.png?250701"", ""alt"": ""...I Want to Live!!"", ""localPath"": ""EB01-050.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Counter] If you have 30 or more cards in your trash, add up to 1 card from the top of your deck to the top of your Life cards.""}]}]",,C,EB01 - Memorial Collection
EB01-051,Finger Pistol,EVENT,,4,-,[],"[{""name"": ""CP9"", ""value"": ""CP9""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-051.png?250701"", ""alt"": ""Finger Pistol"", ""localPath"": ""EB01-051.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Main] You may trash 2 cards from the top of your deck: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.""}]}]",Activate this card's [Main] effect.,R,EB01 - Memorial Collection
EB01-052,Viola,CHARACTER,,2,-,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Dressrosa"", ""value"": ""Dressrosa""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-052.png?250701"", ""alt"": ""Viola"", ""localPath"": ""EB01-052.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Choose one:\u2022 Look at all of your opponent's Life cards and place them back in their Life area in any order.\u2022 Turn all of your Life cards face-down.""}]}]",,SR,EB01 - Memorial Collection
EB01-052_p1,Viola,CHARACTER,,2,-,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Dressrosa"", ""value"": ""Dressrosa""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-052_p1.png?250701"", ""alt"": ""Viola"", ""localPath"": ""EB01-052_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Choose one:\u2022 Look at all of your opponent's Life cards and place them back in their Life area in any order.\u2022 Turn all of your Life cards face-down.""}]}]",,SR,EB01 - Memorial Collection
EB01-053,Gastino,CHARACTER,,3,5000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Scientist"", ""value"": ""Scientist""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-053.png?250701"", ""alt"": ""Gastino"", ""localPath"": ""EB01-053.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Place up to 1 of your opponent's Characters with a cost of 3 or less at the top or bottom of your opponent's Life cards face-up.""}]}]",Give up to a total of 2 of your opponent's Leader or Character cards −3000 power during this turn.,C,EB01 - Memorial Collection
EB01-054,Gan.Fall,CHARACTER,,3,4000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Sky Island"", ""value"": ""Sky Island""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-054.png?250701"", ""alt"": ""Gan.Fall"", ""localPath"": ""EB01-054.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] If your opponent has 1 or less Life cards, K.O. up to 1 of your opponent's Characters with a cost of 3 or less.""}]}]",,R,EB01 - Memorial Collection
