cardId,name,cardType,life,cost,power,attributes,traits,counter,colors,images,effect_description,trigger_description,has_trigger,trigger_effect,rarity,set
EB01-050,...I Want to Live!!,EVENT,,3,,[],"[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-050.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB01 - Memorial Collection
EB01-051,Finger Pistol,EVENT,,4,,[],"[{""name"": ""CP9"", ""value"": ""CP9""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-051.png?250701"", ""artist"": """", ""is_default"": true}]",,Activate this card's [Main] effect.,True,,C,EB01 - Memorial Collection
EB01-052,Viola,CHARACTER,,2,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Dressrosa"", ""value"": ""Dressrosa""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-052.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-052_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB01 - Memorial Collection
EB01-053,Gastino,CHARACTER,,3,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Scientist"", ""value"": ""Scientist""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-053.png?250701"", ""artist"": """", ""is_default"": true}]",,Give up to a total of 2 of your opponent's Leader or Character cards −3000 power during this turn.,True,,C,EB01 - Memorial Collection
EB01-054,Gan.Fall,CHARACTER,,3,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Sky Island"", ""value"": ""Sky Island""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-054.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB01 - Memorial Collection
EB01-055,Charlotte Compote,CHARACTER,,7,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Big Mom Pirates"", ""value"": ""Big Mom Pirates""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-055.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB01 - Memorial Collection
EB01-056,Charlotte Flampe,CHARACTER,,1,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Big Mom Pirates"", ""value"": ""Big Mom Pirates""}]",2000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-056.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-056_p1.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-056_p2.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB01 - Memorial Collection
EB01-057,Shirahoshi,CHARACTER,,2,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Merfolk"", ""value"": ""Merfolk""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-057.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-057_p1.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-057_p2.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB01 - Memorial Collection
EB01-058,Mont Blanc Cricket,CHARACTER,,2,2000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Monkey Mountain Alliance"", ""value"": ""Monkey Mountain Alliance""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-058.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB01 - Memorial Collection
EB01-059,Kingdom Come,EVENT,,6,,[],"[{""name"": ""Sky Island"", ""value"": ""Sky Island""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-059.png?250701"", ""artist"": """", ""is_default"": true}]",,K.O. up to 1 of your opponent's Characters with a cost equal to or less than the total of your and your opponent's Life cards.,True,,C,EB01 - Memorial Collection
EB01-060,Did Someone Say...Kami?,EVENT,,4,,[],"[{""name"": ""Sky Island"", ""value"": ""Sky Island""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-060.png?250701"", ""artist"": """", ""is_default"": true}]",,Draw 2 cards and trash 1 card from your hand.,True,,C,EB01 - Memorial Collection
EB01-061,Mr.2.Bon.Kurei(Bentham),CHARACTER,,4,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Former Baroque Works"", ""value"": ""Former Baroque Works""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-061.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-061_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB01 - Memorial Collection
EB02-001,Karoo,CHARACTER,,5,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""Alabasta"", ""value"": ""Alabasta""}]",1000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-001.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-002,Sabo,CHARACTER,,4,2000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Dressrosa"", ""value"": ""Dressrosa""}, {""name"": ""Revolutionary Army"", ""value"": ""Revolutionary Army""}]",2000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-002.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-003,Tony Tony.Chopper,CHARACTER,,3,2000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""Drum Kingdom"", ""value"": ""Drum Kingdom""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-003.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-003_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB02 - Anime 25th Collection
EB02-004,Don Accino,CHARACTER,,8,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Accino Family"", ""value"": ""Accino Family""}]",1000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-004.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-005,Fake Straw Hat Crew,CHARACTER,,2,2000,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""Fake Straw Hat Crew"", ""value"": ""Fake Straw Hat Crew""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-005.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-006,Yamato,CHARACTER,,6,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Land of Wano"", ""value"": ""Land of Wano""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-006.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-006_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB02 - Anime 25th Collection
EB02-007,Cloven Rose Blizzard,EVENT,,3,1000,[],"[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""Water Seven"", ""value"": ""Water Seven""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-007.png?250701"", ""artist"": """", ""is_default"": true}]",,K.O. up to 1 of your opponent's Characters with 4000 power or less.,True,,C,EB02 - Anime 25th Collection
EB02-008,The Peak,EVENT,,2,,[],"[{""name"": ""Music"", ""value"": ""Music""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-008.png?250701"", ""artist"": """", ""is_default"": true}]",,Activate this card's [Main] effect.,True,,C,EB02 - Anime 25th Collection
EB02-009,Thousand Sunny,STAGE,,2,,[],"[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-009.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-010,Monkey.D.Luffy,LEADER,4,,1000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}, {""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-010.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-010_p1.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-010_p2.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB02 - Anime 25th Collection
EB02-011,Arlong,CHARACTER,,3,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Fish-Man"", ""value"": ""Fish-Man""}, {""name"": ""East Blue"", ""value"": ""East Blue""}, {""name"": ""Arlong Pirates"", ""value"": ""Arlong Pirates""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-011.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-011_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB02 - Anime 25th Collection
EB02-012,Gaimon,CHARACTER,,1,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""East Blue"", ""value"": ""East Blue""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-012.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-013,Carrot,CHARACTER,,1,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Minks"", ""value"": ""Minks""}]",2000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-013.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-014,Sarfunkel,CHARACTER,,2,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""East Blue"", ""value"": ""East Blue""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-014.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-015,Jewelry Bonney,CHARACTER,,7,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Bonney Pirates"", ""value"": ""Bonney Pirates""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-015.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-015_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB02 - Anime 25th Collection
EB02-016,Chopperman,CHARACTER,,5,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-016.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-017,Nami,CHARACTER,,1,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""East Blue"", ""value"": ""East Blue""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-017.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-017_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB02 - Anime 25th Collection
EB02-018,Buggy,CHARACTER,,4,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""East Blue"", ""value"": ""East Blue""}, {""name"": ""Buggy Pirates"", ""value"": ""Buggy Pirates""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-018.png?250701"", ""artist"": """", ""is_default"": true}]",,Rest up to 1 of your opponent's Characters with a cost of 4 or less.,True,,C,EB02 - Anime 25th Collection
EB02-019,Roronoa Zoro,CHARACTER,,4,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""East Blue"", ""value"": ""East Blue""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-019.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-019_p1.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-019_p2.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB02 - Anime 25th Collection
EB02-020,We Are!,EVENT,,2,,[],"[{""name"": ""Music"", ""value"": ""Music""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-020.png?250701"", ""artist"": """", ""is_default"": true}]",,Activate this card's [Main] effect.,True,,C,EB02 - Anime 25th Collection
EB02-021,Gum-Gum Giant Pistol,EVENT,,3,6000,[],"[{""name"": ""Water Seven"", ""value"": ""Water Seven""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-021.png?250701"", ""artist"": """", ""is_default"": true}]",,Rest up to 1 of your opponent's Characters with a cost of 4 or less.,True,,C,EB02 - Anime 25th Collection
EB02-022,Usopp,CHARACTER,,4,5000,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""East Blue"", ""value"": ""East Blue""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-022.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-022_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB02 - Anime 25th Collection
EB02-023,Crocodile,CHARACTER,,4,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Baroque Works"", ""value"": ""Baroque Works""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-023.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-024,Sogeking,CHARACTER,,4,,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""Sniper Island"", ""value"": ""Sniper Island""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-024.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-025,Donquixote Rosinante,CHARACTER,,2,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Navy"", ""value"": ""Navy""}, {""name"": ""Donquixote Pirates"", ""value"": ""Donquixote Pirates""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-025.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-026,Nefeltari Vivi,CHARACTER,,3,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Alabasta"", ""value"": ""Alabasta""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-026.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-026_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB02 - Anime 25th Collection
